question_id,exam,year,session,exam_date,shift,paper,subject,chapter,topic,question_type,original_question_number,correct_answer,numerical_answer,answer_status,answer_confidence,marks_correct,marks_incorrect,image_asset_path,source_pdf,source_page,display_badge
JA_2017_P1_PHY_Q010,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,10,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q010\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q011,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,11,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q011\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q012,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Kinematics,Projectile Motion,MATCHING,12,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q012\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q013,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Kinematics,Projectile Motion,SINGLE_CORRECT_MCQ,13,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q013\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q014,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,14,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q014\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q015,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Thermal Physics and Thermodynamics,First Law of Thermodynamics,MATCHING,15,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q015\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q016,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,16,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q016\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q017,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,17,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q017\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q018,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,MULTIPLE_CORRECT,18,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,4.0,-2.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q018\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q019,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Thermal Physics and Thermodynamics,First Law of Thermodynamics,SINGLE_CORRECT_MCQ,19,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q019\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q020,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,20,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q020\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q021,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,21,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q021\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q022,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,22,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q022\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q023,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Magnetic Effects of Current and Magnetism,Lorentz Force and Charged Particle Motion,SINGLE_CORRECT_MCQ,23,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q023\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q024,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,24,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q024\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q025,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,25,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q025\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q026,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,26,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q026\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q027,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,27,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q027\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q028,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,28,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q028\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q029,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Magnetic Effects of Current and Magnetism,Lorentz Force and Charged Particle Motion,SINGLE_CORRECT_MCQ,29,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q029\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q030,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Modern Physics,Photoelectric Effect,MATCHING,30,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q030\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q031,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,31,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q031\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q032,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,32,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q032\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q033,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,MATCHING,33,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q033\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q034,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,34,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q034\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q035,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,35,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q035\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q036,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,MULTIPLE_CORRECT,36,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,4.0,-2.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q036\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q037,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,37,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q037\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q038,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,38,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q038\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q039,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,39,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q039\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q040,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,40,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q040\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q041,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,41,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q041\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q042,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,42,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q042\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q043,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,43,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q043\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q044,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,44,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q044\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q045,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,45,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q045\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q046,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,46,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q046\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q047,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,47,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q047\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q048,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,MATCHING,48,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q048\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q049,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,49,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q049\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q050,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,50,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q050\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q051,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,MATCHING,51,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q051\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q052,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,52,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q052\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q053,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,53,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q053\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P1_PHY_Q054,JEE_ADVANCED,2017,,2017-05-25,,Paper 1,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,54,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P1_PHY_Q054\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-1\Question-Paper\JEE_Advanced_2017_Paper-1.pdf,1,[JEE ADVANCED] [2017] [Paper 1]
JA_2017_P2_PHY_Q001,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,1,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q001\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q001,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Kinematics,Projectile Motion,SINGLE_CORRECT_MCQ,1,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q001\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q002,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,2,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q002\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q003,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,3,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q003\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q004,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Magnetic Effects of Current and Magnetism,Lorentz Force and Charged Particle Motion,SINGLE_CORRECT_MCQ,4,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q004\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q005,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Laws of Motion,Newton's Laws of Motion,SINGLE_CORRECT_MCQ,5,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q005\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q006,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Kinematics,Projectile Motion,SINGLE_CORRECT_MCQ,6,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q006\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q007,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Kinematics,Projectile Motion,MULTIPLE_CORRECT,7,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,4.0,-2.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q007\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q008,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Kinematics,Projectile Motion,SINGLE_CORRECT_MCQ,8,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q008\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q009,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Electrostatics,Electric Potential and Potential Energy,SINGLE_CORRECT_MCQ,9,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q009\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q010,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Magnetic Effects of Current and Magnetism,Lorentz Force and Charged Particle Motion,SINGLE_CORRECT_MCQ,10,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q010\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
JA_2017_P2_PHY_Q011,JEE_ADVANCED,2017,,2017-05-25,,Paper 2,Physics,Optics,Reflection and Refraction at Spherical Surfaces,SINGLE_CORRECT_MCQ,11,B,,INDEPENDENTLY_VERIFIED,HIGH,3.0,-1.0,JEE_ADVANCED\images\JA_2017_P2_PHY_Q011\diagram.png,JEE_Advanced_PYQ_Archive\2017\Paper-2\Question-Paper\JEE_Advanced_2017_Paper-2.pdf,1,[JEE ADVANCED] [2017] [Paper 2]
