year,session,paper,exam_date,shift,document_type,title,official_source_page_url,direct_document_url,local_filename,download_status,http_status,file_size_bytes,sha256_hash,date_downloaded,notes
2021,Session-3,Paper-1,,,Final-Answer-Key,"1503 NATIONAL TESTING AGENCY JEE (Main) Session - 3,  2021 FINAL ANSWER KEY ON WHICH RESULT COMPILED  ON  06.08.2021",https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20210806221131.pdf,2021\Session-3\Answer-Keys\JEE_Main_2021_Session-3_Paper-1_Final-Answer-Key.pdf,success,200,25615,26933f2a3ab69a2e70c95d75d3f8130d45b4149682877bb730d663be0c8ac68e,2026-09-20 12:30:22,Verified authentic PDF
2021,Session-3,Paper-1,2021-07-29,,Question-Paper,1514 PUBLIC NOTICE  29 July 2021 Subject: Display of Provisional Answer Keys and Question Paper with Recorded  Responses for Answer Key Challenge for JEE (Main) – 2021 Session - 3 - Reg.,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20210729150454.pdf,2021\Session-3\Question-Papers\JEE_Main_2021_Session-3_2021-07-29_Question-Paper.pdf,success,200,559052,0bcac909a0d1ab070c6791445594a9fdfd3624b0dd772f580d77fbb8dcb4fd6a,2026-09-20 12:30:22,Verified authentic PDF
2021,Session-2,Paper-1,,,Final-Answer-Key,1567 JEE (Main) MAR- 2021 FINAL ANSWER KEY B.E/B.Tech,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20210324193450.pdf,2021\Session-2\Answer-Keys\JEE_Main_2021_Session-2_Paper-1_Final-Answer-Key.pdf,success,200,128254,754c8958bafac5f5461f5f3210e249eea6dc82cf9b00d3aed7b5eaa93fa7de98,2026-09-20 12:30:23,Verified authentic PDF
2021,Session-2,Paper-1,,,Question-Paper,1568 Public Notice JEE(Main) March 2021 Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge - Reg,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20210320162235.pdf,2021\Session-2\Question-Papers\JEE_Main_2021_Session-2_Question-Paper.pdf,success,200,618398,28d9139e9701c22405cf998f34e1e27dfa3756ede9dd8a2cc0b80fb08a9e8626,2026-09-20 12:30:24,Verified authentic PDF
2021,Session-1,Paper-1,,,Final-Answer-Key,1584 JEE (Main) FEB - 2021 FINAL ANSWER KEY ON WHICH RESULT COMPILED ON 08.03.2021,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20210308221806.pdf,2021\Session-1\Answer-Keys\JEE_Main_2021_Session-1_Paper-1_Final-Answer-Key.pdf,success,200,128631,e04f6baaae3ba8e51d10ded321c3f595235a31fe36d8a233aee537f9e30b014c,2026-09-20 12:30:25,Verified authentic PDF
2021,Session-1,Paper-1,,,Final-Answer-Key,1585 JEE (Main) FEB - 2021 FINAL ANSWER KEY,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20210307224455.pdf,2021\Session-1\Answer-Keys\JEE_Main_2021_Session-1_Paper-1_Final-Answer-Key_2.pdf,success,200,126563,4ed84d2840a53330a63262d187ef9f2bc45f483e815274c83d202979c9db06be,2026-09-20 12:30:26,Verified authentic PDF
2019,Session-General,Paper-1,,,Question-Paper,1829 Press Release JEE (Main) - medium of question paper,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20191107100147.pdf,2019\Session-General\Question-Papers\JEE_Main_2019_Session-General_Question-Paper.pdf,success,200,122288,0c10d8450b82c3238562d95d3059b644df999abf5adddefefbab0f361cee8c3f,2026-09-20 12:30:26,Verified authentic PDF
2019,Session-April,Paper-1,,,Final-Answer-Key,1884 JEE-Main April 2019 Result: Final Answer Key,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/20190429154957.pdf,2019\Session-April\Answer-Keys\JEE_Main_2019_Session-April_Paper-1_Final-Answer-Key.pdf,success,200,91557,80bc01bbef3c9ebd322f8c7ba59fed17a565a0718c62888748c120debc22c3ca,2026-09-20 12:30:27,Verified authentic PDF
2026,Session-2,Paper-2,,,Provisional-Answer-Key-Notice,"156 Display of Provisional Answer Keys and Recorded Response Sheet for Answer Key Challenge of Joint Entrance Examination (Main) - 2026 Session 2, Paper 2A (B. Arch) & 2B (B. Planning) (April 2026) - Reg.",https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20260425181933.pdf,2026\Session-2\Notices\JEE_Main_2026_Session-2_Paper-2_Provisional-Answer-Key-Notice.pdf,success,200,909048,b42eb71dfc854837382a5aa5f963fe40c782e864e615e3ecf8ee13de223b0965,2026-09-20 12:30:28,Verified authentic PDF
2026,Session-2,Paper-1,,,Provisional-Answer-Key-Notice,176 Display of Provisional Answer Keys and Recorded Response Sheet for Answer Key Challenge of Joint Entrance Examination (Main) - 2026 Session 2 (April 2026) - Reg.,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20260411211342.pdf,2026\Session-2\Notices\JEE_Main_2026_Session-2_Paper-1_Provisional-Answer-Key-Notice.pdf,success,200,900898,dc52dcae8b3061871d13e1872bf90a51eddd7b24ba507bbc7a903048cf093a5a,2026-09-20 12:30:29,Verified authentic PDF
2026,Session-1,Paper-2,,,Provisional-Answer-Key-Notice,"231 Display of Provisional Answer Keys and Recorded Response Sheet for Answer Key Challenge of Joint Entrance Examination (Main) – 2026 Session 1, Paper 2A (B. Arch) & 2B (B. Planning) (January 2026)",https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20260219183235.pdf,2026\Session-1\Notices\JEE_Main_2026_Session-1_Paper-2_Provisional-Answer-Key-Notice.pdf,success,200,914520,39754e2fa039b8195c25578c001e27ec1e459bf552a9b04607ea69ccd58bc2a2,2026-09-20 12:30:30,Verified authentic PDF
2026,Session-1,Paper-1,,,Provisional-Answer-Key-Notice,245 Display of Provisional Answer Keys and Recorded Response Sheet for Answer Key Challenge of Joint Entrance Examination (Main) - 2026 Session 1 (January 2026) - Reg.,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20260204122743.pdf,2026\Session-1\Notices\JEE_Main_2026_Session-1_Paper-1_Provisional-Answer-Key-Notice.pdf,success,200,907646,8779a6fa280bddc8405799fcf96578610afc89bc09362572278892de2a563abb,2026-09-20 12:30:30,Verified authentic PDF
2025,Session-2,Paper-2,,,Provisional-Answer-Key-Notice,"398 Display of Provisional Answer Keys and Recorded Response Sheet for Answer Key Challenge of Joint Entrance Examination (Main) - 2025 Session 2, Paper 2A (B. Arch) & 2B (B. Planning) (April 2025) - Reg.",https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20250514150914.pdf,2025\Session-2\Notices\JEE_Main_2025_Session-2_Paper-2_Provisional-Answer-Key-Notice.pdf,success,200,918579,6a6acf2463bfa57415e9dd513781c842aa7f5015a7caafcd59761c0cb8145561,2026-09-20 12:30:31,Verified authentic PDF
2025,Session-2,Paper-1,,,Provisional-Answer-Key-Notice,431 Display of Provisional Answer Keys and Recorded Response Sheet for Answer Key Challenge of Joint Entrance Examination (Main) – 2025 Session 2 (April 2025) – Reg.,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20250412003547.pdf,2025\Session-2\Notices\JEE_Main_2025_Session-2_Paper-1_Provisional-Answer-Key-Notice.pdf,success,200,844035,39aa6f9636595a0102a8dc553dd9aa41c9d94a2db9644c6eb16ddca3d0f8a2b2,2026-09-20 12:30:32,Verified authentic PDF
2024,Session-2,Paper-2,,,Provisional-Answer-Key-Notice,"644 Display of Provisional Answer Keys and Recorded Response Sheet for Answer Key Challenge for the Joint Entrance Examination JEE (Main) – 2024 Session 2 (April 2024) of Paper 2A (B. Arch), Paper 2B (B. Planning) and Paper 2A & 2B (B. Arch & B. Planning both)",https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20240430181351.pdf,2024\Session-2\Notices\JEE_Main_2024_Session-2_Paper-2_Provisional-Answer-Key-Notice.pdf,success,200,348835,dd58d93d055a5d31ac0d096ae23a2a3bf43dd2c6d7ffc0f5da3159b6a9bbce43,2026-09-20 12:30:33,Verified authentic PDF
2024,Session-2,Paper-1,,,Provisional-Answer-Key-Notice,662 Display of Provisional Answer Keys and Recorded Response Sheet for Answer Key Challenge  for the Joint Entrance Examination JEE (Main) – 2024 Session 2 (April 2024) of Paper 1  (B.E./B.Tech.) - Reg.,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20240413164854.pdf,2024\Session-2\Notices\JEE_Main_2024_Session-2_Paper-1_Provisional-Answer-Key-Notice.pdf,success,200,346303,a685c0a5f37afea4091fbf59635fdd99de55e6812ba1a4d83f1aba82f05d4615,2026-09-20 12:30:33,Verified authentic PDF
2024,Session-1,Paper-1,,,Provisional-Answer-Key-Notice,747 Display of Provisional Answer Keys and Recorded Response Sheet for Answer Key Challenge for Joint Entrance Examination JEE (Main) – 2024 Session 1 (January 2024) - Reg.,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20240207172947.pdf,2024\Session-1\Notices\JEE_Main_2024_Session-1_Paper-1_Provisional-Answer-Key-Notice.pdf,success,200,341852,476558830d7a629b24b57bd3f990a2e34eb5998862e5fcd32c6f41775c715fdb,2026-09-20 12:30:34,Verified authentic PDF
2024,Session-1,Paper-1,,,Provisional-Answer-Key-Notice,749 Display of Provisional Answer Keys and Recorded Responses for Answer Key Challenge in JEE (Main) – 2024 Session 1 (January 2024),https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20240206213305.pdf,2024\Session-1\Notices\JEE_Main_2024_Session-1_Paper-1_Provisional-Answer-Key-Notice_2.pdf,success,200,362871,da3047fe1e5f391b15abd770bd222f756a0fd1cdd9d5c4fd338883eca03c155e,2026-09-20 12:30:35,Verified authentic PDF
Unknown,,,,,Unknown,1829 Press Release JEE (Main) - medium of question paper,https://nta.ac.in/NoticeBoardArchive,http://14.139.116.16:90/Download/Notice/Notice_20191107100148.pdf,,manual_review,,0,,,Untrusted domain: 14.139.116.16:90
